tempo_s,erro_posicao_m,erro_orientacao_deg
0.0,5.677346752061918,5.336377641395665
0.009999999999990905,5.677346844558604,5.336377644863769
0.01999999999998181,5.677346937055967,5.336377648331843
0.030000000000001137,5.6773470295540065,5.336377651799878
0.03999999999999204,5.677347122052724,5.33637765526788
0.04999999999998295,5.67734721455212,5.336377658735836
0.05999999999997385,5.67734730705219,5.336377662203764
0.06999999999999318,5.677347399552939,5.336377665671638
0.07999999999998408,5.677347492054365,5.336377669139484
0.08999999999997499,5.677347584556468,5.3363776726072985
0.09999999999999432,5.677347677059249,5.336377676075076
0.09999999999999432,5.677347769562705,5.336377679542807
0.11999999999997613,5.67734786206684,5.336377683010507
0.12999999999999545,5.677347954571653,5.336377686478163
0.13999999999998636,5.677348047077142,5.3363776899457855
0.13999999999998636,5.677348139583307,5.336377693413373
0.14999999999997726,5.67734823209015,5.336377696880913
0.1699999999999875,5.677348324597672,5.336377700348426
0.1699999999999875,5.677348417105869,5.336377703815894
0.18999999999999773,5.6773485096147445,5.336377707283329
0.19999999999998863,5.6773486021242965,5.336377710750724
0.20999999999997954,5.677348694634526,5.336377714218084
0.21999999999999886,5.677348787145433,5.336377717685403
0.22999999999998977,5.677348879657017,5.336377721152679
0.23999999999998067,5.677348972169278,5.336377724619919
0.25,5.677349064682217,5.33637772808712
0.2599999999999909,5.677349157195832,5.336377731554288
0.2699999999999818,5.677349249710125,5.336377735021414
0.28000000000000114,5.677349342225096,5.3363777384885065
0.28999999999999204,5.677349434740743,5.3363777419555625
0.29999999999998295,5.677349527257068,5.336377745422577
0.30999999999997385,5.67734961977407,5.336377748889565
0.3199999999999932,5.67734971229175,5.3363777523565075
0.3299999999999841,5.677349804810105,5.33637775582341
0.339999999999975,5.6773498973291385,5.336377759290272
0.3499999999999943,5.67734998984885,5.336377762757095
0.3599999999999852,5.677350082369239,5.336377766223889
0.3699999999999761,5.6773501748903055,5.336377769690633
0.37999999999999545,5.677350267412048,5.336377773157343
0.38999999999998636,5.677350359934469,5.336377776624022
0.39999999999997726,5.677350452457566,5.33637778009066
0.4099999999999966,5.6773505449813415,5.3363777835572614
0.4199999999999875,5.677350637505794,5.3363777870238165
0.4299999999999784,5.677350730030924,5.336377790490339
0.4399999999999977,5.677350822556731,5.336377793956816
0.44999999999998863,5.677350915083215,5.336377797423257
0.45999999999997954,5.677351007610377,5.336377800889671
0.46999999999999886,5.677351100138215,5.336377804356039
0.46999999999999886,5.677351192666731,5.336377807822364
0.4899999999999807,5.677351285195925,5.336377811288658
0.5,5.677351377725796,5.336377814754905
0.5099999999999909,5.677351470256346,5.336377818221129
0.5199999999999818,5.677351562787572,5.336377821687313
0.5300000000000011,5.677351655319474,5.336377825153449
0.539999999999992,5.677351747852055,5.336377828619556
0.549999999999983,5.677351840385314,5.336377832085625
0.5599999999999739,5.677351932919249,5.336377835551667
0.5699999999999932,5.677352025453863,5.336377839017668
0.5799999999999841,5.677352117989153,5.33637784248362
0.589999999999975,5.67735221052512,5.336377845949542
0.5999999999999943,5.677352303061766,5.336377849415414
0.6099999999999852,5.677352395599088,5.3363778528812595
0.6199999999999761,5.677352488137088,5.336377856347061
0.6299999999999955,5.677352580675765,5.336377859812836
0.6399999999999864,5.677352673215121,5.336377863278563
0.6499999999999773,5.677352765755153,5.336377866744254
0.6599999999999966,5.677352858295863,5.336377870209916
0.6699999999999875,5.677352950837251,5.33637787367554
0.6799999999999784,5.6773530433793145,5.336377877141124
0.6899999999999977,5.677353135922058,5.336377880606662
0.6999999999999886,5.677353228465477,5.336377884072162
0.7099999999999795,5.677353321009574,5.336377887537636
0.7199999999999989,5.677353413554348,5.336377891003072
0.7299999999999898,5.677353506099801,5.336377894468464
0.7299999999999898,5.677353598645929,5.33637789793382
0.75,5.677353691192737,5.336377901399143
0.7599999999999909,5.677353783740222,5.336377904864418
0.7699999999999818,5.677353876288383,5.336377908329658
0.7800000000000011,5.677353968837224,5.3363779117948535
0.789999999999992,5.677354061386741,5.336377915260011
0.799999999999983,5.6773541539369345,5.3363779187251295
0.8099999999999739,5.677354246487807,5.336377922190215
0.8199999999999932,5.677354339039357,5.336377925655254
0.8299999999999841,5.677354431591584,5.336377929120263
0.839999999999975,5.677354524144488,5.336377932585231
0.8499999999999943,5.677354616698071,5.33637793605017
0.8599999999999852,5.67735470925233,5.336377939515067
0.8599999999999852,5.677354801807268,5.336377942979918
0.8799999999999955,5.6773548943628835,5.336377946444736
0.8899999999999864,5.677354986919177,5.336377949909513
0.8999999999999773,5.677355079476146,5.336377953374248
0.9099999999999966,5.677355172033795,5.336377956838945
0.9199999999999875,5.67735526459212,5.336377960303604
0.9299999999999784,5.677355357151123,5.336377963768233
0.9399999999999977,5.677355449710804,5.336377967232815
0.9499999999999886,5.677355542271163,5.3363779706973755
0.9599999999999795,5.677355634832198,5.336377974161895
0.9699999999999989,5.677355727393911,5.33637797762638
0.9799999999999898,5.677355819956302,5.336377981090828
0.9899999999999807,5.6773559125193716,5.336377984555237
1.0,5.677356005083117,5.336377988019609
1.009999999999991,5.677490060629859,5.338370512732406
1.0199999999999818,5.677784053956786,5.349081277108905
1.0300000000000011,5.6782307661686815,5.365634957778391
1.039999999999992,5.678789920600105,5.390256738523595
1.049999999999983,5.679506354201766,5.417016497730653
1.049999999999983,5.680341452867527,5.45260339886646
1.0699999999999932,5.681358450116258,5.48859507052513
1.079999999999984,5.682511047037909,5.532840489568132
1.089999999999975,5.6838109950106785,5.584693035015158
1.0999999999999943,5.685262796523696,5.644589148466949
1.0999999999999943,5.686867640134347,5.713463950741141
1.1199999999999761,5.688627903835795,5.79235675669734
1.1299999999999955,5.690546145842143,5.882451594359944
1.1399999999999864,5.692622836009312,5.984724323277149
1.1499999999999773,5.694875369267636,6.099117414309201
1.1599999999999966,5.697311827742669,6.226528653603189
1.1699999999999875,5.6999349534239006,6.367857054715048
1.1799999999999784,5.702727788721855,6.523960648904755
1.1899999999999977,5.705631708007968,6.681020079643901
1.1999999999999886,5.708609300716148,6.833332839414256
1.2099999999999795,5.71166059392268,6.9774042843808095
1.2199999999999989,5.714807010304787,7.1125321921888
1.2199999999999989,5.718148444548287,7.240368042562271
1.2399999999999807,5.721938498432265,7.262686980485857
1.25,5.725733246931906,7.296195510658309
1.259999999999991,5.729594707196813,7.313579228265677
1.2699999999999818,5.73341708622592,7.320918549321937
1.2699999999999818,5.737204475936861,7.320879000515126
1.289999999999992,5.740939842460966,7.319943362323643
1.299999999999983,5.7446116703659875,7.317861899668904
1.3099999999999739,5.748206718351976,7.316515928454774
1.3199999999999932,5.7517284831254045,7.316037538563499
1.329999999999984,5.755180224509238,7.316266235301883
1.339999999999975,5.758563957350107,7.31696915934074
1.3499999999999943,5.761881079252803,7.317947945350965
1.3599999999999852,5.765132645735746,7.319065542465965
1.3699999999999761,5.768319498964977,7.320230067428142
1.3799999999999955,5.771442323843883,7.32138046118583
1.3899999999999864,5.774501665849658,7.322476913957412
1.3999999999999773,5.777497931086805,7.323494490539951
1.4099999999999966,5.780431381659348,7.324418724913821
1.4199999999999875,5.783302314161726,7.3253010014520665
1.4299999999999784,5.786111042925171,7.326212057946222
1.4399999999999977,5.788857284201051,7.327093998647011
1.4399999999999977,5.7915409581970705,7.327899898792129
1.4599999999999795,5.7941619667356346,7.3286086634460235
1.4599999999999795,5.7967202532335875,7.32921559170322
1.4699999999999989,5.79921579596326,7.329725860499757
1.4899999999999807,5.801648595890529,7.3301499749303645
1.5,5.804018666372405,7.330500744540031
1.509999999999991,5.806326731888905,7.330973194159499
1.5199999999999818,5.808572489407033,7.331503609852338
1.5300000000000011,5.810756183915375,7.332035918460109
1.539999999999992,5.812878154455787,7.332550859354402
1.549999999999983,5.814938999420585,7.332989437676963
